SKU,Item Name,Vendor Code,Purchase UOM,Pack Size,Inventory UOM,Conversion Factor,Measure Type,Recipe UOM
IT5308702B,"Bouchard, 'Clos de la Mousse', Beaune 2008 750ml","5308702B","bottle","750mL","mL",25.3605,Volume,"oz"
5308702B,"Bouchard, 'Clos de la Mousse', Beaune 2008 750ml","5308702B","each","750ml","ml",750,Volume,"oz"
IT5318702SX,"Bouchard, 'Clos Mousse', Beaune 2018 750ml","5318702SX","case","6/750mL","mL",152.163,Volume,"oz"
IT1899702B,"Bouchard, Clos Vougeot 1999 750ml","1899702B","bottle","750mL","mL",25.3605,Volume,"oz"
IT1805702B,"Bouchard, Clos Vougeot 2005 750ml","1805702B","bottle","750mL","mL",25.3605,Volume,"oz"
IT2522702SX,"Bouchard, Corton Charlemagne 2022 750ml","2522702SX","case","6/750mL","mL",152.163,Volume,"oz"
2522702SX,"Bouchard, Corton Charlemagne 2022 750ml","2522702SX","case","6/750ml","ml",4500,Volume,"oz"
5808702B,"Bouchard, Le Corton 2008 750ml","5808702B","each","750ml","ml",750,Volume,"oz"
IT5819702SX,"Bouchard, Le Corton 2019 750ml","5819702SX","case","6/750mL","mL",152.163,Volume,"oz"
IT30297407,"Bramare, 'Lujan de Cujo', Cabernet Sauvignon 2019 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT30297407,"Bramare, 'Lujan de Cujo', Cabernet Sauvignon 2019 750ml","30297407","case","12/750mL","mL",304.326,Volume,"oz"
C024,"Brocard, 'Bougros', Chablis 2023 750ml","C02-4","bottle","750mL","mL",25.3605,Volume,"oz"
E64,"Brocard, 'Montee de Tonnerre', Chablis 2019 1.5L","E6-4","bottle","1.5L","L",50.721,Volume,"oz"
BCD1801022,"Brocard, 'Montee de Tonnerre', Chabliss 2022 750ml","BCD1801022","each","750ml","ml",750,Volume,"oz"
BCD1101023,"Brocard, 'Ste Claire', Chablis 2023 750ml","BCD1101023","case","12/750ml","ml",9000,Volume,"oz"
A4X,"Brocard, 'Valourent', Chablis 2022 750ml","A4-X","bottle","750mL","mL",25.3605,Volume,"oz"
BCD1901023,"Brocard, 'Valourent', Chablis 2023 750ml","BCD1901023","case","12/750mL","mL",304.326,Volume,"oz"
BCD1901023,"Brocard, 'Valourent', Chablis 2023 750ml","A5-1","bottle","750mL","mL",25.3605,Volume,"oz"
IT634432,"Broglia, 'La Meirana', Gavi 2023 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT634432,"Broglia, 'La Meirana', Gavi 2023 750ml","634432","case","6/750mL","mL",152.163,Volume,"oz"
IT659282,"Ca deli Frati, 'I Frati', Lugana 2024 750ml","659282","case","6/750mL","mL",152.163,Volume,"oz"
WNREPCALERA,"Calera CC P Ndir +14 750ML (2023)","","bottle","750mL","mL",750,Volume,"oz"
WNREPCALERA,"Calera CC P Ndir +14 750ML (2023)","","case","1ea","ea",1,Volume,"oz"
WNJOHCAPRIL,"Caprili Brunello Di Montalcino 12x750ml Bt 2020","","each","1each","each",1,Volume,"oz"
WNJOHCAPRIL,"Caprili Brunello Di Montalcino 12x750ml Bt 2020","","case","1ea","ea",1,Volume,"oz"
617934,"Casanova di Neri, 'White Label', Brunello di Montalcino 2019 750ml","617934","each","750ml","ml",750,Volume,"oz"
WNJOHCASARS,"Casarsda Barolo Brico Boschis 12x750ml Bt","","case","1ea","ea",1,Volume,"oz"
WNJOHCASARS,"Casarsda Barolo Brico Boschis 12x750ml Bt","","bottle","750mL","mL",750,Volume,"oz"
CMF19,"Cascina Morassino, Barbaresco 2019 750ml","CMF19","case","12/750ml","ml",9000,Volume,"oz"
578356,"Castello di Fonterutoli, 'Gran Selezione', Chianti 2016 1.5L","578356","each","1.5l","l",1.5,Volume,"oz"
IT578356,"Castello di Fonterutoli, 'Gran Selezione', Chianti 2016 1.5L","578356","bottle","1.5L","L",50.721,Volume,"oz"
WNGENCASTEL,"Castello di Fonterutoli, 'Gran Selezione', Chianti Classico 2020 750ml","","case","12/750mL","mL",304.326,Volume,"oz"
IT481879,"Castello di Volpaia, Chianti Classico 2021 750ml","481879","case","12/750mL","mL",304.326,Volume,"oz"
IT501465,"Castello Volpaia, Chianti Classico 2022 750ml","501465","case","12/750mL","mL",304.326,Volume,"oz"
611686,"Caymus, 'Special Selection', Cabernet Sauvignon 2019 750ml","611686","case","6/750ml","ml",4500,Volume,"oz"
IT629558,"Caymus, Cabernet Sauvignon 2022 750ml","629558","bottle","750mL","mL",25.3605,Volume,"oz"
IT629558,"Caymus, Cabernet Sauvignon 2022 750ml","629558","case","12/750mL","mL",304.326,Volume,"oz"
IT669419,"Caymus, Cabernet Sauvignon 2023 1L","669419","case","9/1L","L",304.326,Volume,"oz"
IT669419,"Caymus, Cabernet Sauvignon 2023 1L","669419","bottle","1L","L",33.814,Volume,"oz"
IT682006,"Caymus, Cabernet Sauvignon 2023 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT682006,"Caymus, Cabernet Sauvignon 2023 750ml","682006","case","12/750mL","mL",304.326,Volume,"oz"
WNGENCAYMUS,"Caymus, Cabernet Sauvignons 2023 1L","669419","case","9/1L","L",304.326,Volume,"oz"
RICR23PNCH,"Ceritas, 'Cuvee Chloe', Pinot Noir 2023 750ml","RICR23PNCH","case","6/750ml","ml",4500,Volume,"oz"
 RICR23CHM,"Ceritas, 'Marena', Chardonnay 2023 750ml"," RICR23CHM","case","6/750ml","ml",4500,Volume,"oz"
WNREPBEANSE,"CH Bean Sejour Begot Aged 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPBEANSE,"CH Bean Sejour Begot Aged 750ML","00044999","bottle","750mL","mL",750,Volume,"oz"
WNREPBEANSE,"CH Bean Sejour Begot Aged 750ML","03413F","bottle","750mL","mL",750,Volume,"oz"
WNGENCHANTA,"CH Chantal 12 Pinot GR SPK 6/750ml","","case","6/750mL","mL",4500,Volume,"oz"
WNRNDDUCHEM,"CH Duche Mexicallllo 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDDUCHEM,"CH Duche Mexicallllo 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDUCRUB,"CH Ducru Beaucaillou 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDUCRUB,"CH Ducru Beaucaillou 750ML","02071C","bottle","750mL","mL",750,Volume,"oz"
WNREPDUCRUB,"CH Ducru Beaucaillou 750ML","37051406","bottle","750mL","mL",750,Volume,"oz"
WNREPDUCRUB,"CH Ducru Beaucaillou 750ML","42071C","bottle","750mL","mL",750,Volume,"oz"
WNREPFICHON,"CH Fichon Comtesse Lalano 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPFICHON,"CH Fichon Comtesse Lalano 750ML","","case","1ea","ea",1,Volume,"oz"
WNRNDPICHON,"CH Pichon Comtesse Lalado 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDPICHON,"CH Pichon Comtesse Lalado 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPPICHON,"CH Pichon Comtesse Lalann 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPPICHON,"CH Pichon Comtesse Lalann 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPPICHON01,"CH Pichon Comtesse Lalnd 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPPICHON01,"CH Pichon Comtesse Lalnd 750ML","","case","1ea","ea",1,Volume,"oz"
WNGENPRIEUR,"CH Prieure Baron DE L'estone 6/750ml","","case","6/750mL","mL",4500,Volume,"oz"
WNRNDCHALON,"Chalone Highlands Brunello Freq. Light 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDCHALON,"Chalone Highlands Brunello Freq. Light 750ML","","case","1ea","ea",1,Volume,"oz"
IT30334218,"Chappellet, 'Mountain Cuvee', Red Blend 2023 750ml","30334218","case","12/750mL","mL",304.326,Volume,"oz"
IT30337810,"Chappellet, 'Pritchard Hill', Cabernet Sauvignon 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT30337810,"Chappellet, 'Pritchard Hill', Cabernet Sauvignon 2022 750ml","30337810","case","6/750mL","mL",152.163,Volume,"oz"
IT333357,"Chappellet, Cabernet Sauvignon 2022 750ml","333357","case","6/750mL","mL",152.163,Volume,"oz"
GCRU100142-21,"Chartogne Taillet, 'Sainte Anne', Champagne 750ml","GCRU100142-21","case","12/750ml","ml",9000,Volume,"oz"
WA34601,"Chateau Angelus 2001 750ml","WA346-01","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENCHATEA,"Chateau Beausejour Becot 2016 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENCHATEA,"Chateau Beausejour Becot 2016 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
1036118-B12,"Chateau Calon Segur 2009 750ml","1036118-B12","each","750ml","ml",750,Volume,"oz"
1115673-B06,"Chateau Calon Segur 2016 750ml","1115673-B06","each","750ml","ml",750,Volume,"oz"
IT1115673B06,"Chateau Calon Segur 2016 750ml","1115673-B06","bottle","750mL","mL",25.3605,Volume,"oz"
IT1039813B06,"Chateau Canon La Gaffeliere 2000 750ml","1039813-B06","bottle","750mL","mL",25.3605,Volume,"oz"
1039813-B06,"Chateau Canon La Gaffeliere 2000 750ml","1039813-B06","each","750ml","ml",750,Volume,"oz"
WNGENCHATEA01,"Chateau Cantemerle 2016 750ml","","case","6/750mL","mL",152.163,Volume,"oz"
1037350-B12,"Chateau Cantemerle, Haut Medoc 2010 750ml","1037350-B12","case","12/750ml","ml",9000,Volume,"oz"
1139691-B12,"Chateau Cos d'Estournel 1990 750ml","1139691-B12","each","750ml","ml",750,Volume,"oz"
IT1117063B06,"Chateau Cos d'Estournel 2016 750ml","1117063-B06","bottle","750mL","mL",25.3605,Volume,"oz"
1124443-C06,"Chateau Cos d'Estournel, 'Le Medoc de Cos' 2016 750ml","1124443-C06","each","750ml","ml",750,Volume,"oz"
WA31610,"Chateau d'Armailhac 2010 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WA31610,"Chateau d'Armailhac 2010 750ml","WA316-10","bottle","750mL","mL",25.3605,Volume,"oz"
IT679108,"Chateau d'Esclans, Rose 2024 750ml","679108","case","6/750mL","mL",152.163,Volume,"oz"
IT9676905,"Chateau de Beaucastel, Chateauneuf-du-Pape 2021 750ml","9676905","case","6/750mL","mL",152.163,Volume,"oz"
IT1036144B12,"Chateau Ducru Beaucaillou 2008 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT1036144B12,"Chateau Ducru Beaucaillou 2008 750ml","1036144-B12","bottle","750mL","mL",25.3605,Volume,"oz"
1036144-B12,"Chateau Ducru Beaucaillou 2008 750ml","1036144-B12","each","750ml","ml",750,Volume,"oz"
WNGENCHATEA02,"Chateau Giscours 2014 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENCHATEA02,"Chateau Giscours 2014 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
1108288-B12,"Chateau Giscours 2014 750ml","1108288-B12","each","750ml","ml",750,Volume,"oz"
IT565681,"Chateau Giscours 2021 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT565681,"Chateau Giscours 2021 750ml","565681","case","6/750mL","mL",152.163,Volume,"oz"
137842-B12,"Chateau Haut Brion 1982 750ml","137842-B12","each","750ml","ml",750,Volume,"oz"
IT379562,"Chateau la Nerthe, 'La Cassagnes', Cotes du Rhone 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT379562,"Chateau la Nerthe, 'La Cassagnes', Cotes du Rhone 2022 750ml","379562","case","12/750mL","mL",304.326,Volume,"oz"
IT1116394B06,"Chateau Lafon Rochet 2016 750ml","1116394-B06","bottle","750mL","mL",25.3605,Volume,"oz"
IT1037928B06,"Chateau Lagrange 2009 750ml","1037928-B06","bottle","750mL","mL",25.3605,Volume,"oz"
IT1116399812,"Chateau Lagrange 2016 750ml"," 1116399-812","bottle","750mL","mL",25.3605,Volume,"oz"
IT1116399812,"Chateau Lagrange 2016 750ml","1116399-812","case","6/750mL","mL",152.163,Volume,"oz"
1091109-B06	,"Chateau Langoa Barton 2009 750ml","1091109-B06	","each","750ml","ml",750,Volume,"oz"
IT1091109B06,"Chateau Langoa Barton 2009 750ml","1091109-B06","bottle","750mL","mL",25.3605,Volume,"oz"
IT1036456B12,"Chateau Leoville Barton 2000 750ml","1036456-B12","bottle","750mL","mL",25.3605,Volume,"oz"
1116547-B06,"Chateau Les Carmes Haut Brion 2016 750ml","1116547-B06","each","750ml","ml",750,Volume,"oz"
IT1116547B06,"Chateau Les Carmes Haut Brion 2016 750ml","1116547-B06","bottle","750mL","mL",25.3605,Volume,"oz"
WNREPCHTEAU,"Château Les Carmes Haut-brion Faubourg Lignan 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPCHTEAU,"Château Les Carmes Haut-brion Faubourg Lignan 750ML","","case","1ea","ea",1,Volume,"oz"
IT609305,"Chateau Les Troix Croix 2017 750ml","609305","case","6/750mL","mL",152.163,Volume,"oz"
IT1036448B12,"Chateau Lynch Bages 2005 750ml","1036448-B12","bottle","750mL","mL",25.3605,Volume,"oz"
IT1038025B12,"Chateau Lynch-Bages, 2000 750ml","1038025-B12","bottle","750mL","mL",25.3605,Volume,"oz"
IT1112598B06,"Chateau Malartic Lagraviere 2015 750ml","1112598-B06","bottle","750mL","mL",25.3605,Volume,"oz"
1141359-B06,"Chateau Nenin 1998 750ml","1141359-B06","case","6/750ml","ml",4500,Volume,"oz"
IT1038395B12,"Chateau Pichon Baron 1998 750ml","1038395-B12","bottle","750mL","mL",25.3605,Volume,"oz"
1038396-B12,"Chateau Pichon Baron 2000 750ml","1038396-B12","each","750ml","ml",750,Volume,"oz"
IT1038517B03,"Chateau Pichon Lalande 1995 750ml","1038517-B03","bottle","750mL","mL",25.3605,Volume,"oz"
IT1038517B03,"Chateau Pichon Lalande 1995 750ml","1038517-B03","bottle","750mL","mL",25.3605,Volume,"oz"
IT585861,"Chateau Pontet Canet 2014 750ml","585861","case","6/750mL","mL",152.163,Volume,"oz"
WNGENCHATEA03,"Chateau Pontet Canet 2015 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENCHATEA04,"Chateau Smith Haut Lafitte Rouge 2014 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENCHATEA04,"Chateau Smith Haut Lafitte Rouge 2014 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9745186,"Chene Bleu, 'Abelard' 2016 750ml","9745186","case","6/750mL","mL",152.163,Volume,"oz"
WNGENCHIMER,"Chimera Valley Syrah Champagne 6/750ml","","case","6/750mL","mL",4500,Volume,"oz"
WNGENCHROME,"Chrome Bfity 6/750ml","","case","6/750mL","mL",4500,Volume,"oz"
IT9731031,"Ciacci, Brunello di Montalcino 2019 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9731031,"Ciacci, Brunello di Montalcino 2019 750ml","9731031","bottle","750mL","mL",25.3605,Volume,"oz"
WNRNDCIGARE,"Cigare Arles ST George 1ER 750ML","","case","1ea","ea",1,Volume,"oz"
WNRNDCIGARE,"Cigare Arles ST George 1ER 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPCLIFFS,"Cliff's Cosmo Card Pinot Prime 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPCLIFFS,"Cliff's Cosmo Card Pinot Prime 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNMFWCLOSDE,"Clos Des Papes Chateauneuf-du-pape Rouge - 22 7-85265-00852-8 12x750ml","","case","1ea","ea",1,Volume,"oz"
WNMFWCLOSDE,"Clos Des Papes Chateauneuf-du-pape Rouge - 22 7-85265-00852-8 12x750ml","","each","1each","each",1,Volume,"oz"
IT376837,"Clos du Val, Cabernet Sauvignon 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT376837,"Clos du Val, Cabernet Sauvignon 2022 750ml","376837","case","6/750mL","mL",152.163,Volume,"oz"
1117021-B06,"Clos Fourtet 2016 750ml","1117021-B06","case","6/750ml","ml",4500,Volume,"oz"
WNSPECOGULL,"Cogulli Ae White 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNSPECOGULL,"Cogulli Ae White 750ML","","case","1ea","ea",1,Volume,"oz"
IT9649557,"Condado de Haza, 'Aldeas', Ribera del Duero 2018 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9649557,"Condado de Haza, 'Aldeas', Ribera del Duero 2018 750ml","9649557","case","6/750mL","mL",152.163,Volume,"oz"
499006,"Condado de Haza, 'Alenza', Ribera del Duero 2018 750ml","499006","case","6/750ml","ml",4500,Volume,"oz"
IT9768905,"Condado de Haza, Ribera del Duero 750ml","9768905","case","12/750mL","mL",304.326,Volume,"oz"
CONT22RW76CB,"Continuum, Napa Red 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
CONT22RW76CB,"Continuum, Napa Red 2022 750ml","CONT22RW76CB","case","6/750mL","mL",152.163,Volume,"oz"
IT579850,"COOKING BRANDY, Christian Brothers 1L","579850","case","12/1L","L",405.768,Volume,"oz"
IT579850,"COOKING BRANDY, Christian Brothers 1L","","bottle","1L","L",33.814,Volume,"oz"
WNRNDCORDEL,"Cordel Pommard Clos Epentis 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDCORDEL,"Cordel Pommard Clos Epentis 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPCOTEAU,"Coteaux Sancerre Mul Blanc 750ML (2024)","","bottle","750mL","mL",750,Volume,"oz"
WNREPCOTEAU,"Coteaux Sancerre Mul Blanc 750ML (2024)","","case","1ea","ea",1,Volume,"oz"
WNREPCOURCE,"Courcelle Pommard Clos Epenots 750ML","38745405","bottle","750mL","mL",750,Volume,"oz"
WNREPCOURCE,"Courcelle Pommard Clos Epenots 750ML","01244B","bottle","750mL","mL",750,Volume,"oz"
WNREPCOURCE,"Courcelle Pommard Clos Epenots 750ML","","case","1ea","ea",1,Volume,"oz"
WNGENCREDIT,"Credit: Credit Amount","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENCROIXC,"Croix et Courbet, 'Savadonnay', Cotes de Jura 2020 750ml","","case","12/750mL","mL",304.326,Volume,"oz"
D00,"Cuvelier Los Andes, Malbec 2020 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
D00,"Cuvelier Los Andes, Malbec 2020 750ml","D0-0","bottle","750mL","mL",25.3605,Volume,"oz"
WNMARCYPRES,"Cypress Domaine Blanc Cane","","bottle","750mL","mL",750,Volume,"oz"
WNMARCYPRES,"Cypress Domaine Blanc Cane","","case","1ea","ea",1,Volume,"oz"
WNREPDALFOR,"Dal Forno Romano Amarone +14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDALFOR,"Dal Forno Romano Amarone +14 750ML","01071B","bottle","750mL","mL",750,Volume,"oz"
WNREPDALFOR,"Dal Forno Romano Amarone +14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDALFOR,"Dal Forno Romano Amarone +14 750ML","17725405","bottle","750mL","mL",750,Volume,"oz"
WNREPDALLAV,"Dalla Valle CAB +14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDALLAV,"Dalla Valle CAB +14 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDALLAV,"Dalla Valle CAB +14 750ML","93165A","bottle","750mL","mL",750,Volume,"oz"
WNREPDALLAV,"Dalla Valle CAB +14 750ML","93165416","bottle","750mL","mL",750,Volume,"oz"
WNRNDDALLAV,"Dalla Valle Collina 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDDALLAV,"Dalla Valle Collina 750ML","","case","1ea","ea",1,Volume,"oz"
WNGENDALLAV,"Dalla Valle, 'Maya' 2014 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENDALLAV,"Dalla Valle, 'Maya' 2014 750ml","","case","3/750mL","mL",76.0815,Volume,"oz"
WNGENDALLAV01,"Dalla Valle, 'Maya' 2021 750ml","","case","3/750mL","mL",76.0815,Volume,"oz"
WNGENDAMYRO,"Damy Royal OF A Lion 6/L 6/750ml","","case","6/750mL","mL",4500,Volume,"oz"
IT9740745,"Daou, 'Reserve' Cabernet Sauvignons 2022 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9740745,"Daou, 'Reserve' Cabernet Sauvignons 2022 750ml","9740745","case","6/750mL","mL",152.163,Volume,"oz"
IT9740746,"DAOU, 'Soul of a Lion', Cabernet Sauvignon 2021 750ml","9740746","case","6/750mL","mL",152.163,Volume,"oz"
IT363445,"Darioush, Cabernet Sauvignon 2022 750ml","363445","case","6/750mL","mL",152.163,Volume,"oz"
WNGENDEHESA,"Dehesa de los Canonigos, Rioja Crianza 2021 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WNGENDEHESA,"Dehesa de los Canonigos, Rioja Crianza 2021 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT523130,"Delaporte, Sancerre 2023 750ml","523130","case","12/750mL","mL",304.326,Volume,"oz"
WNGENDELIVE,"delivery fee 1each","","bottle","1each","each",1,Volume,"oz"
WNTHEDELOUI01,"Delouis Champagne VIN FR 2/5 LT","","case","2/5L","L",10,Volume,"oz"
WNTHEDELOUI01,"Delouis Champagne VIN FR 2/5 LT","","case","1ea","ea",1,Volume,"oz"
WNTHEDELOUI,"Delouis Champagne VIN FR 2/5 LT BC Pit#: 5","","case","2/5L","L",10,Volume,"oz"
WNTHEDELOUI,"Delouis Champagne VIN FR 2/5 LT BC Pit#: 5","","case","1ea","ea",1,Volume,"oz"
JS1048FW,"Dewazakura Izumi Judan Ginjo 10th Degree 720ml","JS1048FW","case","12/720ml","ml",8640,Volume,"oz"
WNREPDOMFAI01,"Dom Faiveley CDR Clos Des Corton 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDOMFAI01,"Dom Faiveley CDR Clos Des Corton 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMFAI,"Dom Faiveley Clos Des Corots 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMFAI,"Dom Faiveley Clos Des Corots 750ML","","case","1ea","ea",1,Volume,"oz"
WNRNDDOMPAV,"Dom Pavelet Cors Clos Des Corton 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNRNDDOMPAV,"Dom Pavelet Cors Clos Des Corton 750ML","","case","1ea","ea",1,Volume,"oz"
IT637837,"Dom Perignon, 'Brut', Champagne 750ml","637837","case","6/750mL","mL",152.163,Volume,"oz"
IT637837,"Dom Perignon, 'Brut', Champagne 750ml","637837","bottle","750mL","mL",25.3605,Volume,"oz"
IT609357,"Dom Perignon, 'Luminous Brut', Champagne 1.5L","609357","case","3/1.5L","L",152.163,Volume,"oz"
IT609357,"Dom Perignon, 'Luminous Brut', Champagne 1.5L","","bottle","1.5L","L",50.721,Volume,"oz"
IT526996,"Dom Perignon, 'Luminous Brut', Champagne 750ml","526996","case","3/750mL","mL",76.0815,Volume,"oz"
IT607407,"Dom Perignon, 'Luminous Rose', Champagne 750ml","607407","case","3/750mL","mL",76.0815,Volume,"oz"
IT644885,"Dom Perignon, 'Luminous Vibe Dining', Champagne 750ml","644885","bottle","750mL","mL",25.3605,Volume,"oz"
IT644885,"Dom Perignon, 'Luminous Vibe Dining', Champagne 750ml","644885","case","3/750mL","mL",76.0815,Volume,"oz"
IT637841,"Dom Perignon, 'Rose', Champagne 1.5L","637841","case","3/1.5L","L",152.163,Volume,"oz"
WNREPDOMSTE,"Dom Stephane Ogier RSV Rotie 750ML (2015)","","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMSTE,"Dom Stephane Ogier RSV Rotie 750ML (2015)","","case","1ea","ea",1,Volume,"oz"
ARI25204102,"Domaine Aricoques, 'Dione' 2023 750ml","ARI-25204102","bottle","750mL","mL",25.3605,Volume,"oz"
ARI25204098,"Domaine Aricoques, 'Rhea' 2023 750ml","ARI-25204098","bottle","750mL","mL",25.3605,Volume,"oz"
G217BELLAVOINEMAR,"Domaine Bellavoine, 'Cuvee Margot', Maranges 2021 750ml","G21-7-Bellavoine-Maranges","case","12/750mL","mL",304.326,Volume,"oz"
GCRU6430-20,"Domaine Brun Avril Chateauneuf-du-Pape Rhone 2020 750ml","GCRU6430-20","each","750ml","ml",750,Volume,"oz"
WA47224,"Domaine d'Avnile, Sauvignon Blanc 2024 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
WA47224,"Domaine d'Avnile, Sauvignon Blanc 2024 750ml","WA472-24","bottle","750mL","mL",25.3605,Volume,"oz"
33121,"Domaine De Montille, 'Clos du Chateau', Bourgogne Blanc 2021 750ml","33121","case","12/750ml","ml",9000,Volume,"oz"
IT33122,"Domaine de Montille, 'Clos du Chateau', Bourgogne Blanc 2022 750ml","33122","bottle","750mL","mL",25.3605,Volume,"oz"
IT33122,"Domaine de Montille, 'Clos du Chateau', Bourgogne Blanc 2022 750ml","33122","case","12/750mL","mL",304.326,Volume,"oz"
IT84412,"Domaine de Trevallon 2022 750ml","84412","bottle","750mL","mL",25.3605,Volume,"oz"
IT84412,"Domaine de Trevallon 2022 750ml","84412","case","12/750mL","mL",304.326,Volume,"oz"
IT30318213,"Domaine Drouhin, Pinot Noir 2023 750ml","30318213","case","6/750mL","mL",152.163,Volume,"oz"
WNREPDOMAIN03,"Domaine Faiveley Clos Des Corves 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN03,"Domaine Faiveley Clos Des Corves 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDOMAIN01,"Domaine Faiveley Mazis-chambertin 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDOMAIN01,"Domaine Faiveley Mazis-chambertin 750ML","12677936","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN01,"Domaine Faiveley Mazis-chambertin 750ML","22520","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN01,"Domaine Faiveley Mazis-chambertin 750ML","12250","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN01,"Domaine Faiveley Mazis-chambertin 750ML","","case","1ea","ea",1,Volume,"oz"
A6X,"Domaine Girard, 'Monts Damnes', Sancerre 2023 750ml","A6-X","bottle","750mL","mL",25.3605,Volume,"oz"
WNJOHDOMAIN01,"Domaine Huet Vouvray Demi Sec Clos Du Bourg 12x750ml Bt 2022","","bottle","750mL","mL",750,Volume,"oz"
WNJOHDOMAIN01,"Domaine Huet Vouvray Demi Sec Clos Du Bourg 12x750ml Bt 2022","","case","1ea","ea",1,Volume,"oz"
IT9148255,"Domaine Laroche, 'Saint Martin', Chablis 750ml","","bottle","750mL","mL",25.3605,Volume,"oz"
IT9148255,"Domaine Laroche, 'Saint Martin', Chablis 750ml","9148255","case","12/750mL","mL",304.326,Volume,"oz"
WNREPDOMAIN02,"Domaine Leflaive Bourgogne Blanc 750ML","","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN02,"Domaine Leflaive Bourgogne Blanc 750ML","","case","1ea","ea",1,Volume,"oz"
WNREPDOMAIN,"Domaine Leflaive Puligny-montrachet 750ML","4046418","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN,"Domaine Leflaive Puligny-montrachet 750ML","4043049","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN,"Domaine Leflaive Puligny-montrachet 750ML","4043041","bottle","750mL","mL",750,Volume,"oz"
WNREPDOMAIN,"Domaine Leflaive Puligny-montrachet 750ML","","case","1ea","ea",1,Volume,"oz"
485639,"Domaine Leflaive, 'Clavoillon', Puligny Montrachets 2022 750ml","485639","each","750ml","ml",750,Volume,"oz"
485591,"Domaine Leflaive, Bourgogne Blanc 2022 750ml","485591","each","750ml","ml",750,Volume,"oz"
